name,price,spec_score,display_inches,pixel_resolution,network_connection,smart_tv,speakers,processor,viewing_angle,misc
Lloyd 50US900B 50 inch Ultra HD 4K Smart LED TV,"₹42,990",67,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Treeview Magma IND4303ST 43 Inch Full HD Smart LED TV,"₹16,990",48,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,20 w Output,1 GB RAM,"2 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Treeview Magma IND3802ST 38 Inch HD Ready Smart LED TV,"₹14,990",45,"38 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,20 w Output,1 GB RAM,"2 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Motorola ZX3 55UHDADMRS3P 55 inch Ultra HD 4K Smart LED TV,"₹45,999",71,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 44 w Output","Mediatek CA53 Quad Core at 1.5 GHz Processor, 2 GB RAM, 32 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Onida 43FIZ-R2 43-inch Full HD Smart LED TV,"₹25,999",55,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 16 w Output",1 GB RAM,178 ° Viewing Angle,"3 HDMI Ports, 3 USB Ports"
Nokia 32HDADNDT8P 32 inch HD Ready Smart LED TV,"₹19,999",52,"31.5 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 39 w Output","1.1 GHz Realtek Quad Core Processor Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Candes CTPL24EF512S 24-inch HD Ready Smart LED TV,"₹6,890",41,"24 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 20 w Output","512 MB RAM, 4 GB Storage",178 ° Viewing Angle,"1 HDMI Ports, 2 USB Ports"
Thomson Oath Pro Max 43OPMAX9099 43 inch Ultra HD 4K Smart LED TV,"₹23,999",66,"42.52 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","A53 x 4-1.5 GHz Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Philips 55PUT8115/94 55 Inch Ultra HD 4K Smart LED TV,"₹45,999",69,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Quad Core Processor,178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports"
Kodak CA Pro 50CAPRO5066 50-inch Ultra HD 4K Smart LED TV,"₹27,999",67,"49.61 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","A53 x 4-1.5 GHz Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Thomson 50OPMAX9077 50-inch Ultra HD 4K Smart LED TV,"₹28,999",68,"49.61 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","A53 x 4-1.5 GHz Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Lloyd 65US900C 65-inch Ultra HD 4K Smart LED TV,"₹72,990",76,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG 65UP8000PTZ 65 inch Ultra HD 4K Smart LED TV,"₹89,990",75,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Intelligent Quad Core Processor 4K Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Kodak CA Pro 55-inch Ultra HD 4K Smart LED TV (55CAPRO5088),"₹28,999",63,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output",ARM Cortex A53 Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Hisense 75U80G 75-inch Ultra HD 8K Smart QLED TV,"₹3,49,990",85,"74.41 in, QLED TV","8K Resolution, 7680 x 4320 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 36 w Output","CA73 x 4 at 1.8 GHz Processor, 5 GB RAM, 16 GB Storage",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports"
Samsung QN700A Neo QA65QN700AKXXL 65-inch Ultra HD 8K Smart QLED TV,"₹3,24,990",88,"65 in, QLED TV","8K Resolution, 7680 x 4320 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 70 w Output",Neo Quantum Processor Lite 8K Processor,"Ultra Slim, 178 ° Viewing Angle","4 HDMI Ports, 3 USB Ports"
Xiaomi Redmi X55 2022 55-inch Ultra HD 4K Smart LED TV,"₹45,999",73,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","MediaTek MT9611 Cortex-A55 Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Motorola Revou 65UHDADMRS7P 65-inch Ultra HD 4K Smart LED TV,"₹62,999",67,"64.57 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 50 w Output",MediaTek CA53 Quad Core at 1.5 GHz Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Motorola Revou 50UHDADMRS7P 50 inch Ultra HD 4K Smart LED TV,"₹42,999",63,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 50 w Output",MediaTek CA53 Quad Core at 1.5 GHz Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
T-Series TX24K 24 inch HD Ready LED TV,"₹9,990",31,"23.62 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 6 w Output",178 ° Viewing Angle,"1 HDMI Ports, 2 USB Ports",3D TV: No,"50 Hz, 4.3 Ratio"
Blaupunkt Cyber Sound 65CSA7030 65 inch Ultra HD 4K Smart LED TV,"₹46,999",71,"64.57 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 60 w Output","A53 1.5 GHz Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG NanoCell 65NANO83TPZ 65-inch Ultra HD 4K LED Smart TV,"₹1,04,990",79,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Intelligent Quad Core Processor 4K Processor,178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports"
LG NanoCell 65NANO75TPZ 65-inch Ultra HD 4K Smart LED TV,"₹99,990",77,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Intelligent Quad Core Processor 4K Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG NanoCell 75NANO75TPZ 75-inch Ultra HD 4K Smart LED TV,"₹2,79,990",78,"75 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Intelligent Quad Core Processor 4K Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Sky Glass 43 inch Ultra HD 4K Smart QLED TV,"₹65,999",59,"43 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,6 Speakers,178 ° Viewing Angle,"3 HDMI Ports, 1 USB Ports",3D TV: No
Sky Glass 65 inch Ultra HD 4K Smart QLED TV,"₹1,06,999",65,"65 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,6 Speakers,178 ° Viewing Angle,"3 HDMI Ports, 1 USB Ports",3D TV: No
Sky Glass 55 inch Ultra HD 4K Smart QLED TV,"₹86,999",62,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,6 Speakers,178 ° Viewing Angle,"3 HDMI Ports, 1 USB Ports",3D TV: No
Kodak 32HDX7XPROBL 32-inch HD Ready Smart LED TV 2021,"₹9,999",52,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","ARM Cortex-A53 Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
iFFALCON Pro 65U61 65-inch Ultra HD 4K Smart LED TV,"₹54,999",73,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","A55 Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 1 USB Ports"
Westinghouse WH32SP12 32 Inch HD Ready Smart LED TV,"₹8,999",49,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","ARM Cortex-A53 Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Westinghouse WH55UD45 55 Inch Ultra HD 4K Smart LED TV,"₹28,499",68,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","ARM Cortex-A53 Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Westinghouse WH40SP50 40 Inch Full HD Smart LED TV,"₹13,999",52,"40 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","ARM Cortex-A53 Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Sansui Prime Series JSW32NSHD 32 inch HD Ready LED TV,"₹13,290",31,"31.5 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports",3D TV: No,"60 Hz, 16:09 Ratio"
iFFALCON by TCL 65H72 65-inch Ultra HD 4K Smart QLED TV,"₹56,999",70,"64.57 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output",64-bit A55 1.3 GHz Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG 50UP7550PTZ 50-inch Ultra HD 4K Smart LED TV,"₹53,849",67,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports"
Impex Gloria 32 AY20 32-inch HD Ready LED TV,"₹11,900",33,"32 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports","60 Hz, 16:09 Ratio",
MarQ By Flipkart 32HDNDMSVAB 32-inch HD Ready LED TV,"₹7,499",32,"32 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",3D TV: No,"60 Hz, 16:9 Ratio"
MarQ By Flipkart 24HDNDMSVAB 24-inch HD Ready LED TV,"₹6,999",32,"24 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",3D TV: No,"60 Hz, 16:9 Ratio"
BPL 32F-A4300 32-inch HD Ready Smart LED TV,"₹21,329",50,"32 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 18 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",3D TV: No
Huidi HD43PROS 43-inch Full HD Smart LED TV,"₹17,203",52,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Quad Core Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Acer P Series AR32AP2841HD 32 inch HD Ready Smart LED TV,"₹13,999",52,"31.5 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","Cortex-A53 x 4 64 Bit Processor, 1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Acer P Series AR42AP2841FD 42 inch Full HD Smart LED TV,"₹21,999",55,"42 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","Cortex-A53 x 4 64 Bit Processor, 1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Thomson 9R Pro 55PATH5050BL 55-inch Ultra HD 4K Smart LED TV,"₹29,999",68,"54.72 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","ARM Cortex A53 - 1.4 GHz Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG 65NANO95TNA 65-inch Ultra HD 8K Smart LED TV,"₹1,79,990",87,"65 in, LED TV","8K Resolution, 7680 x 4320 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output",178 ° Viewing Angle,"4 HDMI Ports, 3 USB Ports",3D TV: No
Motorola Revou-Q 50UHDAQMDT5Q 50-inch Ultra HD 4K Smart QLED TV,"₹49,999",73,"49.61 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 60 w Output","1.1 GHz Quad Core Processor Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Samsung 8 Series UA55AU8000KL 55-inch Ultra HD 4K Smart LED TV,"₹62,990",69,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Quad Core Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG 70UP7500PTZ 70-inch Ultra HD 4K Smart LED TV,"₹90,480",74,"70 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Quad Core Processor,178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports"
Nokia 50UHDADNDT8P 50-inch Ultra HD 4K Smart LED TV,"₹42,999",73,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 48 w Output","1.1 GHz Realtek Quad Core Processor Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Nokia 50UHDAQNDT5Q 50-inch Ultra HD 4K Smart QLED TV,"₹49,999",74,"50 in, QLED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 60 w Output","1.1 GHz Realtek Quad Core Processor Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Nokia 50UHDADNDT52X 50-inch Ultra HD 4K Smart LED TV,"₹42,999",72,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 60 w Output","1.1 GHz Realtek Quad Core Processor Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG 75UP8000PTZ 75-inch Ultra HD 4K Smart LED TV,"₹1,39,990",79,"75 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Intelligent Quad Core Processor 4K Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Oppo TV K9 75-inch Ultra HD 4K Smart LED TV,"₹59,999",70,"75 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 30 w Output","2 GB RAM, 32 GB Storage",178 ° Viewing Angle,"1 HDMI Ports, 2 USB Ports"
Oppo TV K9 43-inch Full HD Smart LED TV,"₹22,999",56,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output","2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Xiaomi Redmi Smart TV 43 inch Full HD LED TV,"₹25,999",54,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad core A35 CPU Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
LG 55UP8000PTZ 55-inch Ultra HD 4K Smart LED TV,"₹56,990",72,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Intelligent Quad Core Processor 4K Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Lloyd 32HS301C 32-inch HD Ready Smart LED TV,"₹15,999",47,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",3D TV: No
LG OLED77G1PTZ 77-inch Ultra HD 4K Smart OLED TV,"₹7,99,990",89,"77 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 60 w Output",178 ° Viewing Angle,"4 HDMI Ports, 3 USB Ports",3D TV: No
LG 55UP7740PTZ 55-inch Ultra HD 4K Smart LED TV,"₹51,990",68,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports",3D TV: No
Lloyd 32HS451C 32-inch HD Ready Smart LED TV,"₹15,990",46,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 60 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",3D TV: No
LG OLED65G1PTZ 65-inch Ultra HD 4K Smart OLED TV,"₹2,29,990",85,"65 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 60 w Output",178 ° Viewing Angle,"4 HDMI Ports, 3 USB Ports",3D TV: No
LG OLED65B1PTZ 65-inch Ultra HD 4K Smart OLED TV,"₹1,69,990",84,"65 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output",178 ° Viewing Angle,"4 HDMI Ports, 3 USB Ports",3D TV: No
Philips 7600 Series 50PUT7605 50-inch Ultra HD 4K Smart LED TV,"₹36,999",72,"49.61 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Mali G51 Processor, 2 GB RAM, 4 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG OLED55C1PTZ 55-inch Ultra HD 4K Smart OLED TV,"₹1,41,548",80,"55 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output",178 ° Viewing Angle,"4 HDMI Ports, 3 USB Ports",3D TV: No
LumX 43XA6500 43-inch Full HD Smart LED TV,"₹18,499",54,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","ARM Cortex Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Xiaomi Mi TV Lux 77-inch Ultra HD 4K Smart OLED TV,"₹2,29,599",86,"77 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"7 Speakers, 70 w Output","Cortex A73 MediaTek MT9650  Processor, 8.5 GB RAM, 64 GB Storage","Ultra Slim, 178 ° Viewing Angle","3 HDMI Ports, 2 USB Ports"
LG B1 OLED55B1PTZ 55-inch Ultra HD 4K Smart OLED TV,"₹1,09,990",76,"55 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","Quad Core Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Xiaomi Mi TV 4C 32-inch HD Ready Smart LED TV,"₹16,499",53,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Huawei V98 98-inch Ultra HD 4K Smart LED TV,"₹34,29,999",90,"75 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"8 Speakers, 50 w Output","Honghu 818 Processor, 4 GB RAM, 128 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG OLED A1 OLED55A1PTZ 55-inch Ultra HD 4K Smart OLED TV,"₹99,999",75,"55 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Alpha7 Gen 4 Processor 4K Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Sony Bravia KD-50X80J 50-inch Ultra HD 4K Smart LED TV,"₹77,490",73,"49.61 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",4K HDR Processor X1 Processor,178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports"
LG 65UP7500PTZ 65-inch Ultra HD 4K Smart LED TV,"₹72,999",72,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports"
LG 65UP7720PTY 65-inch Ultra HD 4K Smart LED TV,"₹79,990",71,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports"
LG 43NANO73TPZ 43-inch Ultra HD 4K Smart LED TV,"₹38,999",70,"42.52 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Samsung The Frame 85-inch Ultra HD 4K Smart QLED TV,"₹8,20,990",81,"85 in, QLED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 40 w Output","2.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports"
LG 43UP7720PTY 43-inch Ultra HD 4K Smart LED TV,"₹39,990",66,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor 4K Processor, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports"
LG 55UP7720PTY 55-inch Ultra HD 4K Smart LED TV,"₹52,999",69,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports"
Oppo TV K9 55-inch Ultra HD 4K Smart LED TV,"₹39,990",65,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 30 w Output","2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"1 HDMI Ports, 2 USB Ports"
LG OLED A1 OLED65A1PTZ 65-inch Ultra HD 4K Smart OLED TV,"₹1,64,990",78,"65 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Alpha7 Gen 4 Processor 4K Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Sony Bravia KD-65X85J 65-inch Ultra HD 4K Smart LED TV,"₹1,75,640",80,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports",3D TV: No
Onida Fire 42FIF 42-inch Full HD Smart LED TV,"₹24,793",53,"42 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Cortex A53 Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 1 USB Ports"
LG 65QNED90 65-inch Ultra HD 8K Smart QNED LED TV,"₹4,59,999",87,"65 in, LED TV","8K Resolution, 7680 x 4320 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 60 w Output",178 ° Viewing Angle,"4 HDMI Ports, 3 USB Ports",3D TV: No
LG 75QNED95 75-inch Ultra HD 8K Smart QNED LED TV,"₹5,49,999",89,"75 in, LED TV","8K Resolution, 7680 x 4320 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 60 w Output",178 ° Viewing Angle,"4 HDMI Ports, 3 USB Ports",3D TV: No
Daiwa D50U1WOS 50-inch Ultra HD 4K Smart LED TV,"₹43,999",70,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","ARM CA55  Processor, 1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
